reviewText,encoded_topic
"This was the worst quality costume I have ever seen! I have 6 children so I have dealt with many over the years. The foam hat won't stay on my daughters head and was bent during shipping. The thin, cheap costume was ripped 3 1/2 inches in the crotch area with sideways runs that I am unable to sew. Not to mention it is so cheaply made it hardly looks like Jessie. We ordered a 4T, my daughter usually wears a 4T-5T, this costume was huge on her. The crotch area hangs down almost to her knees. This is odd bc shes very tall for her age and another parent's review says it was way too small for their child. The hat, however, is so small in comparison to the clothing part. I tried to return it through Amazon and due to it being through another seller they can not exchange it, just a cash refund. Unfortuantly, I cut the credit card so I am now stuck with this horrible costume! They will not let me exchange it for another of equal value or even for the same one. The worst part is when my daughter opened the package she was beside herself with excitement untill we found the rip and the bent hat that won't stay on her head. Needless to say, my little girl cried bc she has ""a ruined costume"" and ""she doesnt look like Jessie"". ",1
The advertised description and my receipt clearly state that this is supposed to be a Pack of 6.  There are two pair in the box.  Next time I'll go to Penney's or Wal Mart and get what I pay for.,1
These are fake vans. DO NOT BUY THEM. The stitching and the soles of the shoes are off. They are counterfeit vans,0
Make annoying squeaking noises with every step I take. Two weeks of wearing them and I still cant break them in enough to get the noise to stop.,1
This belt lasted 4 months and is now falling apart. The layers have come unglued and the belt is now 3 straps of fake leather dangling. Absolute worst belt craftsmanship I have ever seen. Would not recommend this belt to anyone,0
" i need support hose , advertis .i knew would like surgic knee-hi support hose , i expect support .the hose like regular knee-hi 's , n't stay .",1
"Damaged: These are not a good quality of Fabric it is see thru, waist cut too short. These were refused at delivery and on their way back so I can order a differant company.",0
" i 'm glad reason i purchas overpr , poorli sewn piec velcro littl `` c '' clip came .the littl clear plastic piec ( even sure ) arriv broken sever piec .the item arriv spars label packag no instruct , pack medium-s box .thi came amazon .i serious serious disappoint price qualiti item .i would recommend band anyon reason use `` c '' clip nato zulu watch strap.do n't own it !",0
These feel and look fake not real nikes,0
It came broken - I tried to fix it but it looked horrible.,1
 Beware ... title description say long sleeve ( I wanted ) short sleeve arrived .I thought picture associated item color purpose sleeve length .Very confusing image product descriptions/title n't match .,1
These are fakes,0
These are fake Sperrys and not worth the money.  The shoe is very flimsy and falls apart. The seller using false advertising to sell the product.  If you look in the fine details you will see that they are not real Sperry's.  Wish I would have known that before I purchased.,0
The bra is pretty but I just cant wear underwires. They won't take product back as it is a undergarment...wish I would have known that before I spent money on it!,0
Got this from What is Hot seller. Fake UGG!  No authenticity label sewn on the boots.  The bar code on the box is fake!  The leather on the side of boot are two pieces not one piece as shown in the picture!,0
No the item didn't meet my expectations it was the wrong size I was very upset as after the all the waiting then u get your product and it's not Why u want,1
I am disappointed because there was no receipt. i was trying to save myself a shopping trip. should have just went to the army navy store.,0
"I read all the other reviews and made sure that I would only be buying from Amazon directly and I thought that Amazon wouldn't be selling FAKE Ray Ban made in china when clearly it state in the description that it was made in Italy. To my surprise and disappointment my Ray Ban arrived and on the arm it state that it was made in China. Though a very good copy but when I compared it to the same Ray Ban that I had, you could see clearly the difference in quality and the feel in the material used as well.It you don't have one to compare it too then you might not know the difference but even at half the price if still a cheaper imitation. You might as well buy from the street vendor selling knock offs sunnies. Waste of time and effort in returning the sunglasses.Now I know better as Amazon has lost my trust because if they start selling fake then they has just become like an Ebay.",0
